Generated by the Decompiler

This is a List of All Asset IDs
as the Decompiler often has to use an Asset's ID
because it can only GUESS what is an Asset and what is just a Number

Assets Found:

Sprites: 1024
Objects: 303
Rooms: 148
Sounds: 47
Backgrounds: 33
Shaders: 3
Fonts: 2
Paths: 0
Timelines: 0
Scripts: 159
Extensions: 0

--------------------- SPRITES ---------------------
154 - spr_cheeserobot_goop
155 - spr_robot_knife
156 - spr_cheeserobot_dead
157 - spr_robot_dead
158 - spr_cheeserobot_stun
159 - spr_robot_stun
160 - spr_cheeserobot_attack
161 - spr_robot_attack
162 - spr_cheeserobot_walk
163 - spr_robot_walk
164 - spr_cheeserobot_idle
165 - spr_robot_idle
166 - spr_pizzaboy
167 - spr_pepgoblinstun
168 - spr_pepgoblin
169 - spr_pepgoblin_kick
170 - spr_pepgoblin_dead
171 - spr_piraneapple_dead
172 - spr_piraneapple
173 - spr_piraneappleattack
174 - spr_anchodead
175 - spr_anchobounce
176 - spr_ancho
177 - spr_trash
178 - spr_trash_throw
179 - spr_trash_dead
180 - spr_trash_bump
181 - spr_bigcheese_dead
182 - spr_bigcheese_mask
183 - spr_bigcheese_stun
184 - spr_bigcheese_walk
185 - spr_bigcheese_idle
186 - spr_spitcheese_spit
187 - spr_spitcheese_stun
188 - spr_spitcheese_spike
189 - spr_spitcheese_dead
190 - spr_spitcheese_idle
191 - spr_pizzaball_stun
192 - spr_pizzaball_walk
193 - spr_pizzaball_idle
194 - spr_peasanto_dead
195 - spr_peasanto_stun
196 - spr_peasanto_attack
197 - spr_peasanto_walk
198 - spr_peasanto_idle
199 - spr_ninja_attack
200 - spr_ninja_dead
201 - spr_ninja_stun
202 - spr_ninja_walk
203 - spr_ninja_idle
204 - spr_ranch_dead
205 - spr_ranch_stun
206 - spr_ranch_shoot
207 - spr_ranch_idle
208 - spr_invtrash_dead
209 - spr_invtrash_throw
210 - spr_invtrash_stun
211 - spr_invtrash_idle
212 - spr_pizzice_walk
213 - spr_pizzice_stun
214 - spr_pizzice_dead
215 - spr_fencer
216 - spr_fencer_stun
217 - spr_fencer_dead
218 - spr_kentukykenny_walk
219 - spr_kentukykenny_idle
220 - spr_kentukykenny_stun
221 - spr_kentukykenny_throw
222 - spr_kentukykenny_dead
223 - spr_kentukykenny_projectile
224 - spr_grandpa
225 - spr_grandpa_dead
226 - spr_grandpa_punch
227 - spr_indiancheese_walk
228 - spr_indiancheese_stun
229 - spr_indiancheese_dead
230 - spr_pizzard_walk
231 - spr_pizzard_shoot
232 - spr_pizzard_stun
233 - spr_pizzard_dead
234 - spr_pizzard_bolt
235 - spr_player_barrelcrouch
236 - spr_player_barrelmach
237 - spr_player_barrelroll
238 - spr_player_barrelslipnslide
239 - spr_player_barrelfloat
240 - spr_player_barrelfall
241 - spr_player_barrelmove
242 - spr_player_barrelidle
243 - spr_bombpep_end
244 - spr_bombpep_runabouttoexplode
245 - spr_bombpep_run
246 - spr_bombpep_intro
247 - spr_meteorpep_land
248 - spr_meteorpep_flying
249 - spr_meteorpep_impact
250 - spr_knightpep_charge
251 - spr_knightpep_downslope
252 - spr_swordstone
253 - spr_knightpep_attack
254 - spr_knightpep_hitbox
255 - spr_swordhitbox
256 - spr_knightpep_land
257 - spr_knightpep_fall
258 - spr_knightpep_jump
259 - spr_knightpep_jumpstart
260 - spr_knightpep_idle
261 - spr_knightpep_walk
262 - spr_knightpep_thunder
263 - spr_knightpep_start
264 - spr_shotgun_shot
265 - spr_shotgun_shotdown
266 - spr_shotgun_pullin
267 - spr_shotgun_idle
268 - spr_shotgun_shootair
269 - spr_shotgun_duck
270 - spr_shotgun_goduck
271 - spr_shotgun_land
272 - spr_shotgun_fall
273 - spr_shotgun_jump
274 - spr_shotgun_walk
275 - spr_shotgun_pullout
276 - spr_player_shotgunjump1
277 - spr_player_shotgunjump2
278 - spr_player_shotgun
279 - spr_boxxeddebris
280 - spr_boxxedpep_air
281 - spr_boxxedpep_walk
282 - spr_boxxedpep_idle
283 - spr_boxxedpep_intro
284 - spr_cheesepep_stickceilling
285 - spr_cheesepep_stickwall
286 - spr_cheesepep_land
287 - spr_cheesepep_fall
288 - spr_cheesepep_jumpstart
289 - spr_cheesepep_jump
290 - spr_cheesepep_walk
291 - spr_cheesepep_idle
292 - spr_cheesepep_intro
293 - spr_cheeseball
294 - spr_player_cheeseball
295 - spr_peppalette
296 - spr_player_deathend
297 - spr_player_deathstart
298 - spr_player_entergate
299 - spr_player_charge
300 - spr_sweat
301 - spr_player_eatspaghetti
302 - spr_player_3hpwalk
303 - spr_player_3hpidle
304 - spr_player_hurtjump
305 - spr_player_hurtwalk
306 - spr_player_hurtidle
307 - spr_player_catched
308 - spr_player_phonepanic
309 - spr_player_phoneidle
310 - spr_player_phonestart
311 - spr_player_suplexmash7
312 - spr_player_suplexmash6
313 - spr_player_suplexmash5
314 - spr_player_suplexmash4
315 - spr_player_suplexmash3
316 - spr_player_suplexmash2
317 - spr_player_suplexmash1
318 - spr_player_suplexdash
319 - spr_player_slaprun1
320 - spr_player_slaprun2
321 - spr_player_slap2air
322 - spr_player_slap1air
323 - spr_player_slap2
324 - spr_player_slap1
325 - spr_player_jumphurt
326 - spr_player_shootslide
327 - spr_player_shootdiagonal
328 - spr_player_aimdiagonal
329 - spr_player_aimup
330 - spr_player_shootup
331 - spr_player_crouchshoot
332 - spr_player_levelcomplete
333 - spr_player_climbwall
334 - spr_player_upslopes
335 - spr_player_downslopes
336 - spr_player_piledriverland
337 - spr_player_piledriver
338 - spr_player_grabmove
339 - spr_player_chainsawswing
340 - spr_player_facehurtup
341 - spr_player_facehurt
342 - spr_player_mach3jump
343 - spr_player_bodyslamland
344 - spr_player_bodyslamfall
345 - spr_player_bodyslamstart
346 - spr_player_superjumpright
347 - spr_player_superjumpleft
348 - spr_player_airdash1
349 - spr_player_airdash2
350 - spr_player_secondjump2
351 - spr_player_secondjump1
352 - spr_player_machslideboost3
353 - spr_player_machslideboost
354 - spr_player_supersidejumpland
355 - spr_player_supersidejump
356 - spr_player_supersidejumpprep
357 - spr_player_chainsawbump
358 - spr_player_chainsawcrouch
359 - spr_player_chainsawair
360 - spr_player_chainsawend2
361 - spr_player_handgesture4
362 - spr_player_handgesture3
363 - spr_player_handgesture2
364 - spr_player_handgesture1
365 - spr_player_hanstandjump
366 - spr_player_gottreasure
367 - spr_player_idlevomitblood
368 - spr_player_idlevomit
369 - spr_player_idledance
370 - spr_player_idlefrown
371 - spr_player_grabbingfall
372 - spr_player_grabbingjump
373 - spr_player_grabbingmove
374 - spr_player_grabbing
375 - spr_player_running
376 - spr_player_chainsawpogobounce
377 - spr_player_chainsawpogo2
378 - spr_chainsawpogomask
379 - spr_player_chainsawpogo1
380 - spr_player_stomp
381 - spr_player_stompprep
382 - spr_player_stunned
383 - spr_player_chainsawend
384 - spr_player_chainsawstart
385 - spr_player_chainsaw
386 - spr_player_facestomphit
387 - spr_player_facestomp
388 - spr_player_mach4
389 - spr_player_dead
390 - spr_player_timesup
391 - spr_player_winding
392 - spr_player_machroll
393 - spr_player_pistolair
394 - spr_player_pistol
395 - spr_player_machfreefall
396 - spr_player_machpunch2
397 - spr_player_machpunch1
398 - spr_player_throw
399 - spr_player_slam
400 - spr_player_grind
401 - spr_player_skateboard
402 - spr_player_backbreaker
403 - spr_player_shoulder
404 - spr_player_shoulderprep
405 - spr_player_uppunch
406 - spr_player_uppunchprep
407 - spr_player_punch
408 - spr_player_punchprep
409 - spr_player_backkick
410 - spr_player_backkickprep
411 - spr_player_grab
412 - spr_player_mach1
413 - spr_player_panic
414 - spr_player_bossdefeat
415 - spr_player_bossintro
416 - spr_player_smirk
417 - spr_player_idle2
418 - spr_player_climbstairs
419 - spr_player_stairs
420 - spr_player_pizzathrow
421 - spr_player_pizzathrow2
422 - spr_player_pizzathrow3
423 - spr_player_superjumpprep
424 - spr_player_superjumppreplight
425 - spr_player_superjumpland
426 - spr_player_superjump
427 - spr_player_freefallprep
428 - spr_player_mach2jump
429 - spr_player_mach3
430 - spr_player_hangslide
431 - spr_player_crouchslip
432 - spr_player_keyget
433 - spr_player_hang
434 - spr_player_tackle
435 - spr_player_slipnslide
436 - spr_player_ladderdown
437 - spr_player_laddermove
438 - spr_player_ladder
439 - spr_player_victory
440 - spr_player_walkfront
441 - spr_player_Sjump
442 - spr_player_Sjumpstart
443 - spr_player_Sjumpprep
444 - spr_player_lookdoor
445 - spr_player_freefallland
446 - spr_player_freefall
447 - spr_player_land2
448 - spr_player_land
449 - spr_player_bump
450 - spr_player_couchstart
451 - spr_player_crouchslide
452 - spr_player_crouchslidestart
453 - spr_player_crouchfall
454 - spr_player_crouchjump
455 - spr_player_crouch
456 - spr_player_fall2
457 - spr_player_fall
458 - spr_player_jump2
459 - spr_player_jump
460 - spr_player_hurt
461 - spr_player_idle
462 - spr_player_crawl
463 - spr_player_move
464 - spr_player_machslideend
465 - spr_player_machslide
466 - spr_player_machslidestart
467 - spr_player_machhit
468 - spr_player_mach
469 - spr_masknull
470 - spr_crouchmask
471 - spr_player_mask
472 - spr_googlyeyes
473 - spr_googlyeyeshurt
474 - spr_player_crazyrun
475 - spr_player_taunt
476 - spr_cowboyhat1
477 - spr_player_slapup
478 - spr_player_hitboxslapup
479 - spr_player_slapdash
480 - spr_player_knock
481 - spr_player_givepizza
482 - spr_player_squished
483 - spr_player_firemouthintro
484 - spr_player_firemouth
485 - spr_player_firemouthend
486 - spr_player_firemouthshoot
487 - spr_player_fireass
488 - spr_player_fireassground
489 - spr_player_fireassend
490 - spr_player_haulingidle
491 - spr_player_haulingwalk
492 - spr_player_haulingjump
493 - spr_player_haulingfall
494 - spr_player_haulingland
495 - spr_player_diagonaldownthrow
496 - spr_player_diagonalupthrow
497 - spr_player_downpizzabox
498 - spr_player_uppizzabox
499 - spr_player_haulingstart
500 - spr_player_suplexgrabjump
501 - spr_player_suplexgrabjumpstart
502 - spr_player_finishingblow1
503 - spr_player_finishingblow2
504 - spr_player_finishingblow3
505 - spr_player_finishingblow4
506 - spr_player_finishingblow5
507 - spr_chain
508 - spr_playerN_land2
509 - spr_playerN_punch
510 - spr_playerN_backkick
511 - spr_playerN_shoulder
512 - spr_playerN_uppunch
513 - spr_playerN_stomp
514 - spr_playerN_stompprep
515 - spr_playerN_crouchslip
516 - spr_playerN_crouch
517 - spr_playerN_bump
518 - spr_playerN_crouchstart
519 - spr_playerN_victory
520 - spr_playerN_hurt
521 - spr_playerN_climbwall
522 - spr_playerN_grab
523 - spr_playerN_hookshot2
524 - spr_playerN_hookshot1
525 - spr_hookshot_top
526 - spr_hookshot_drop
527 - spr_hookshot_side
528 - spr_hookshot
529 - spr_playerN_mach1
530 - spr_playerN_idle
531 - spr_playerN_machslideboost
532 - spr_playerN_machslideend
533 - spr_playerN_machslidestart
534 - spr_playerN_machslide
535 - spr_playerN_secondjump2
536 - spr_playerN_secondjump1
537 - spr_playerN_mach
538 - spr_playerN_walkfront
539 - spr_playerN_lookdoor
540 - spr_playerN_ladderdown
541 - spr_playerN_jump
542 - spr_playerN_fall
543 - spr_playerN_ladder
544 - spr_playerN_laddermove
545 - spr_playerN_crouchfall
546 - spr_playerN_crouchjump
547 - spr_playerN_crawl
548 - spr_playerN_land
549 - spr_playerN_move
550 - spr_playerN_mach2jump
551 - spr_playerN_timesup
552 - spr_playerN_deathstart
553 - spr_playerN_deathend
554 - spr_playerN_machpunch1
555 - spr_playerN_machpunch2
556 - spr_playerN_hurtjump
557 - spr_playerN_entergate
558 - spr_playerN_gottreasure
559 - spr_playerN_bossintro
560 - spr_playerN_hurtidle
561 - spr_playerN_hurtwalk
562 - spr_playerN_suplexmash1
563 - spr_playerN_suplexmash2
564 - spr_playerN_suplexmash3
565 - spr_playerN_suplexmash4
566 - spr_playerN_keyget
567 - spr_playerN_idlegun
568 - spr_playerN_idlesmoke
569 - spr_playerN_idleface
570 - spr_washingmachine
571 - spr_playerN_glide
572 - spr_playerN_suplexdash
573 - spr_washingmachinemount
574 - spr_playerN_tackle
575 - spr_playerN_piledriver
576 - spr_playerN_piledriverland
577 - spr_noisepalette
578 - spr_playerN_charge
579 - spr_noisepushrock
580 - spr_noiserock
581 - spr_noiseboulder
582 - spr_noisedynamite
583 - spr_noisedynamiteexplode
584 - spr_noisehotair
585 - spr_noisehotairthrow
586 - spr_noisehotairmatch
587 - spr_noisebomb
588 - spr_noisebomb_walk
589 - spr_noisebomb_idle
590 - spr_noisebomb_intro
591 - spr_phonedebris
592 - spr_bigpizzadebris
593 - spr_bigdebris
594 - spr_debris
595 - spr_bombdebris
596 - spr_cheeseballblockdebris
597 - spr_wooddebris
598 - obj_skateboardebris2
599 - obj_skateboardebris1
600 - spr_pizzadebris
601 - spr_slimedebris
602 - spr_knightdebris
603 - spr_baddiegibs
604 - spr_lock
605 - spr_slapstar
606 - spr_vomit2
607 - spr_vomit1
608 - spr_drip2
609 - spr_drip1
610 - spr_tntblockdebris
611 - spr_rockdebris
612 - spr_tvdebris
613 - spr_crushershockwave
614 - spr_baddiespawn
615 - spr_angrycloud
616 - spr_enemybird
617 - spr_glasspiece
618 - spr_thunder
619 - spr_balloonpop
620 - spr_impact
621 - spr_keyparticles
622 - spr_superdashcloud
623 - spr_bulletdisappear
624 - spr_speedlines
625 - spr_highjumpcloud2
626 - spr_highjumpcloud1
627 - spr_bombexplosion
628 - spr_chargeeffect
629 - spr_chainsaweffect
630 - spr_pogoeffect
631 - spr_explosioneffect
632 - spr_pistoleffect
633 - spr_pistoleffectup
634 - spr_shotgunjumpeffect
635 - spr_superslameffect
636 - spr_spikehurteffect
637 - spr_grindeffect
638 - spr_stompeffect
639 - spr_jumpdust
640 - spr_punchdust
641 - spr_cloudeffect
642 - spr_bangeffect
643 - spr_hurteffect
644 - spr_waterdrop
645 - spr_landcloud
646 - spr_slidecloud
647 - spr_dashcloud
648 - spr_dashcloud2
649 - spr_crazyruneffect
650 - spr_crazyrunothereffect
651 - spr_taunteffect
652 - spr_enemybandaid
653 - spr_itspizzatime
654 - spr_pizzakinpineapple_panic
655 - spr_pizzakinpineapple_run
656 - spr_pizzakinpineapple_underwater
657 - spr_pizzakinpineapple
658 - spr_pizzakinpineapple_pause
659 - spr_pizzakinsausage_panic
660 - spr_pizzakinsausage_run
661 - spr_pizzakinsausage_underwater
662 - spr_pizzakinsausage
663 - spr_pizzakinsausage_pause
664 - spr_pizzakincheese_panic
665 - spr_pizzakincheese_run
666 - spr_pizzakincheese_underwater
667 - spr_pizzakincheese
668 - spr_pizzakincheese_pause
669 - spr_pizzakintomato_panic
670 - spr_pizzakintomato_run
671 - spr_pizzakintomato_underwater
672 - spr_pizzakintomato
673 - spr_pizzakintomato_pause
674 - spr_pizzakinshroom_panic
675 - spr_pizzakinshroom_run
676 - spr_pizzakinshroom_underwater
677 - spr_pizzakinshroom
678 - spr_pizzakinshroom_pause
679 - spr_pizzakinmask
680 - spr_toppinshroom_intro
681 - spr_toppincheese_intro
682 - spr_toppintomato_intro
683 - spr_toppinsausage_intro
684 - spr_toppinpineapple_intro
685 - spr_exit
686 - spr_retry
687 - spr_press
688 - spr_100
689 - spr_80
690 - spr_40
691 - spr_20
692 - spr_10
693 - spr_plus60
694 - spr_plus30
695 - spr_ranksign
696 - spr_donesign
697 - spr_Hranksign
698 - spr_credittransformation
699 - spr_inv
700 - spr_factorytitle
701 - spr_ancienttitle
702 - spr_tutorialtitle
703 - spr_tvtreasure
704 - spr_tvpillar
705 - spr_tvdook
706 - spr_tvexit
707 - spr_tvskull
708 - spr_tvtalking4
709 - spr_tvtalking3
710 - spr_tvtalking2
711 - spr_tvtalking1
712 - spr_tvranka
713 - spr_tvrankb
714 - spr_tvrankc
715 - spr_tvrad
716 - spr_tvtimeout
717 - spr_tvbanana
718 - spr_tvknight
719 - spr_tvrankstatus
720 - spr_tvhurt
721 - spr_tvbomb
722 - spr_tvclap
723 - spr_tvcomboresult
724 - spr_tvdefault
725 - spr_tvcombo
726 - spr_tvescape
727 - spr_controls
728 - spr_ok
729 - spr_pressdash
730 - spr_pressslap
731 - spr_pressjump
732 - spr_pressdown
733 - spr_pressleft
734 - spr_pressright
735 - spr_pressup
736 - spr_menuselection
737 - spr_cursor
738 - spr_signs
739 - spr_pizzaHUDcomplete
740 - spr_pizzaHUD
741 - spr_hard
742 - spr_easy
743 - spr_title
744 - spr_resulttextOMG
745 - spr_resulttext
746 - spr_speedbarmax
747 - spr_speedbar
748 - spr_pizzahealthbar
749 - spr_pepinoHUD3hp
750 - spr_pepinoHUD1hp
751 - spr_pepinoHUDhappy
752 - spr_pepinoHUDhurt
753 - spr_pepinoHUDmach2
754 - spr_pepinoHUDmach3
755 - spr_pepinoHUDstun
756 - spr_pepinoHUDmach1
757 - spr_numbers
758 - spr_font
759 - spr_pepinoHUD
760 - spr_Opeppino
761 - spr_gamepadbuttons
762 - spr_stylebar
763 - spr_smallnumber
764 - spr_styles
765 - spr_tvdesert
766 - spr_tvmansion
767 - spr_tvfactory
768 - spr_tvsewer
769 - spr_stylepizza
770 - spr_stylepizzadown
771 - spr_versusflame
772 - spr_vstitle
773 - spr_vsnoiseshadow
774 - spr_vsnoise
775 - spr_vspeppinoshadow
776 - spr_vspeppino
777 - spr_youarehere
778 - spr_youarehere2
779 - spr_pizzabox
780 - spr_timesup
781 - yousuck
782 - spr_scooterrock
783 - spr_pepcooter
784 - spr_rankD
785 - spr_rankC
786 - spr_rankB
787 - spr_rankA
788 - spr_rankS
789 - spr_rankNS
790 - spr_rankNA
791 - spr_rankNB
792 - spr_rankNC
793 - spr_rankND
794 - spr_file2
795 - spr_file2confirm
796 - spr_file2empty
797 - spr_file3
798 - spr_file3empty
799 - spr_file3confirm
800 - spr_file1
801 - spr_file1confirm
802 - spr_siren
803 - spr_goalsign
804 - spr_ballgoal
805 - spr_hallway
806 - spr_exitsign
807 - spr_lamp
808 - spr_bomblit
809 - spr_bomb
810 - spr_beantreasuregot
811 - spr_beantreasure
812 - spr_crashingplane
813 - spr_uparrow
814 - spr_spring
815 - spr_beartrap
816 - spr_dashpad
817 - spr_balloon
818 - spr_pizzacutterholder
819 - spr_pizzacutterstart
820 - spr_pizzacuttersaw
821 - spr_pizzacutterthwomp
822 - spr_lightlamp
823 - spr_glassblock
824 - spr_treasure1pick
825 - spr_treasure1
826 - spr_doorspawnpoint
827 - spr_metalblockdebris
828 - spr_bowlingballtrap
829 - spr_bowlingballfalling
830 - spr_skateboard
831 - spr_wetfloor
832 - spr_breakabledoor
833 - spr_barrelfloat
834 - spr_barrel
835 - spr_pizzaboxunopen
836 - spr_pizzaboxopen
837 - spr_banana
838 - spr_hookleft
839 - spr_hook
840 - spr_pizzastand
841 - spr_golfbillboard
842 - spr_firemouth_projectile
843 - spr_freemilk
844 - spr_freemilksuprised
845 - spr_motocycle
846 - spr_motcycledebris
847 - spr_donthit
848 - spr_shotgunpickup_collected
849 - spr_shotgunpickup
850 - spr_healthpickupeaten
851 - spr_pizzaslice
852 - spr_spaghetti
853 - spr_shotgun
854 - spr_clockcollectible1
855 - spr_clockcollectible2
856 - spr_pizzacoin
857 - spr_pizzacollect3
858 - spr_pizzacollect
859 - spr_shroomcollect
860 - spr_pineapplecollect
861 - spr_pizzacollect2
862 - spr_tomatocollect
863 - spr_cheesecollect
864 - spr_sausagecollect
865 - spr_giantpizza
866 - spr_desertdestroyable
867 - spr_bombblock
868 - spr_bigbreakable
869 - spr_destroyable2
870 - spr_cheeseballblock
871 - sprite387
872 - spr_destroyable
873 - spr_cheeseblockreform
874 - spr_cheeseblock
875 - spr_tomatoblock
876 - spr_metalb
877 - spr_pizzaballblock
878 - spr_tntblock
879 - spr_haystack
880 - spr_haystackburningup
881 - spr_haystackburning
882 - spr_boxofpizza
883 - spr_rockblock
884 - spr_targetblock
885 - spr_doorvisited
886 - spr_goldendoorunvisited
887 - spr_doortransition
888 - spr_goldendoorvisited
889 - spr_doortransitionend
890 - spr_doorblocked
891 - spr_doorkeyopen
892 - spr_doorkey
893 - spr_doorunvisited
894 - spr_pepperdoor
895 - spr_pepperdoor_closed
896 - spr_breakabletv
897 - spr_key
898 - spr_phonepicked
899 - spr_phone
900 - spr_exitgate
901 - spr_minipillarwoke
902 - spr_minipillarsleep
903 - spr_slope
904 - spr_baddie
905 - spr_ladder
906 - spr_wall
907 - spr_hurtbox
908 - spr_pizzaportal
909 - spr_pizzaportalfade
910 - spr_pizzaportalentrancestart
911 - spr_pizzaportalend
912 - spr_pizzaportalentrance
913 - spr_unclimbablewall
914 - spr_baddiespawner
915 - tile_wallrun
916 - tile_pressany
917 - tile_grab
918 - tile_superjumphold
919 - tile_maxspeedsign
920 - tile_grabsign
921 - tile_tutorialsign
922 - tile_tutorialimage
923 - tile_tutorial
924 - bg_tutorial
925 - bg_factory3
926 - bg_factory3escape
927 - tile_factory
928 - bg_factory1
929 - bg_factory1escape
930 - bg_factory2
931 - bg_factory2escape
932 - tile_bigrocks
933 - bg_cavern
934 - bg_desert
935 - bg_desertescape
936 - tile_desertescape
937 - bg_desertnight
938 - bg_ufo
939 - tile_ufoexterior
940 - bg_ufo2
941 - tile_cavern
942 - tile_desert
943 - bg_desertfront
944 - bg_ravine
945 - bg_ufoentrance
946 - bg_pizzamart
947 - bg_pizzamartinterior
948 - bg_grindrail
949 - bg_castlewall
950 - bg_castlev2
951 - bg_castlev1
952 - tile_table
953 - tile_castle
954 - tile_keysign
955 - tile_stairs
956 - bg_castle4
957 - bg_castle4escape
958 - bg_castle3escape
959 - bg_castle3
960 - bg_castle2
961 - bg_castle1
962 - bg_castle1escape
963 - tile_lamp
964 - spr_plains1
965 - bg_plains2
966 - bg_plains3
967 - bg_mansionplain
968 - bg_mansionside
969 - bg_scrollingforeground
970 - trapscreen2
971 - bg_sky2
972 - bg_trapscreen
973 - bg_titlecloud
974 - bg_titlesky
975 - bg_title
976 - bg_mainmenu
977 - bg_mainmenulight
978 - bg_null
979 - tile_tower
980 - tile_towerdetails
981 - bg_tower
982 - bg_pepperman
983 - sprite1026
984 - sprite10261
985 - sprite102611
986 - bg_ball
987 - tile_ball
988 - bg_sewerfore
989 - bg_sewer3
990 - bg_sewer3escape
991 - bg_sewer2
992 - bg_sewer2escape
993 - bg_sewer1
994 - bg_sewer1escape
995 - tile_trash
996 - bg_bossroom
997 - bg_freezer1
998 - bg_freezer2
999 - bg_freezer3
1000 - bg_secret
1001 - spr_null
1002 - spr_fakepeppino_idle
1003 - spr_fakepeppino_walk
1004 - spr_fakepeppino_grabdash
1005 - spr_fakepeppino_jumpstart
1006 - spr_fakepeppino_jump
1007 - spr_fakepeppino_fall
1008 - spr_fakepeppino_land
1009 - spr_fakepeppino_crawl
1010 - spr_fakepeppino_grabattack
